customer_id,customer_type,tenure_months,avg_order_value,purchase_frequency,category,days_since_last_purchase,churned,total_spend,avg_days_between_purchase,tenure_band,frequency_bucket,order_value_segment,rfm_segment
3623,Returning,10,222.04,5,Books,141,1,1110.2,60,6-12 months,3-5,High,Big Spenders
3624,New,1,120.79,2,Clothing,24,0,241.58,15,0-3 months,1-2,Medium,Potential Loyalists
3625,Returning,5,165.61,5,Electronics,101,1,828.06,30,3-6 months,3-5,Medium,Big Spenders
3626,Returning,5,210.32,5,Sports,80,1,1051.58,30,3-6 months,3-5,High,Big Spenders
3627,New,2,143.53,1,Home & Garden,98,1,143.53,60,0-3 months,1-2,Medium,At Risk
3628,New,1,60.37,2,Electronics,95,1,120.74,15,0-3 months,1-2,Low,Need Attention
3629,Loyal,26,261.45,12,Electronics,14,0,3137.45,65,24+ months,11-15,High,Champions
3630,New,2,57.94,1,Books,30,0,57.94,60,0-3 months,1-2,Low,Need Attention
3631,New,3,105.33,2,Clothing,8,0,210.66,45,0-3 months,1-2,Medium,Potential Loyalists
3632,Returning,11,149.37,3,Electronics,19,0,448.1,110,6-12 months,3-5,Medium,Loyal Customers
3633,Loyal,19,148.02,7,Books,14,0,1036.12,81.4,12-24 months,6-10,Medium,Champions
3634,Loyal,18,303.92,9,Clothing,1,0,2735.26,60,12-24 months,6-10,Premium,Champions
3635,Loyal,13,146.86,6,Electronics,21,0,881.13,65,12-24 months,6-10,Medium,Champions
3636,Returning,4,97.62,6,Books,25,0,585.73,20,3-6 months,6-10,Low,Champions
3637,Returning,10,110.38,2,Clothing,21,0,220.76,150,6-12 months,1-2,Medium,Potential Loyalists
3638,Loyal,16,264.56,16,Electronics,21,0,4232.89,30,12-24 months,15+,High,Champions
3639,Returning,11,81.73,4,Home & Garden,4,0,326.92,82.5,6-12 months,3-5,Low,Loyal Customers
3640,Returning,4,140.32,5,Electronics,10,0,701.61,24,3-6 months,3-5,Medium,Champions
3641,Returning,5,114.19,3,Sports,114,1,342.58,50,3-6 months,3-5,Medium,Need Attention
3642,New,2,132.23,1,Clothing,89,1,132.23,60,0-3 months,1-2,Medium,At Risk
3643,Loyal,22,223.69,7,Sports,25,0,1565.81,94.3,12-24 months,6-10,High,Champions
3644,Returning,4,177.47,6,Books,13,0,1064.81,20,3-6 months,6-10,Medium,Champions
3645,New,1,104.97,2,Electronics,101,1,209.93,15,0-3 months,1-2,Medium,Need Attention
3646,Returning,9,162.71,4,Home & Garden,8,0,650.83,67.5,6-12 months,3-5,Medium,Loyal Customers
3647,Loyal,13,317.66,9,Clothing,74,1,2858.92,43.3,12-24 months,6-10,Premium,Big Spenders
3648,Loyal,28,158.74,19,Books,16,0,3016.12,44.2,24+ months,15+,Medium,Champions
3649,Loyal,32,220.2,19,Electronics,19,0,4183.78,50.5,24+ months,15+,High,Champions
3650,Loyal,33,168.69,14,Sports,25,0,2361.68,70.7,24+ months,11-15,Medium,Champions
3651,Returning,3,193.17,3,Clothing,14,0,579.5,30,0-3 months,3-5,Medium,Loyal Customers
3652,New,3,86.73,1,Books,27,0,86.73,90,0-3 months,1-2,Low,Need Attention
3653,Loyal,25,203.06,18,Clothing,12,0,3655.06,41.7,24+ months,15+,High,Champions
3654,Loyal,22,166.37,12,Books,11,0,1996.4,55,12-24 months,11-15,Medium,Champions
3655,Returning,11,102.53,4,Electronics,2,0,410.13,82.5,6-12 months,3-5,Medium,Loyal Customers
3656,New,1,100.38,1,Books,27,0,100.38,30,0-3 months,1-2,Medium,Need Attention
3657,Loyal,29,245.18,14,Electronics,5,0,3432.5,62.1,24+ months,11-15,High,Champions
3658,Returning,10,207.48,4,Home & Garden,6,0,829.9,75,6-12 months,3-5,High,Loyal Customers
3659,New,3,100.9,1,Electronics,9,0,100.9,90,0-3 months,1-2,Medium,Need Attention
3660,New,3,143.66,2,Clothing,26,0,287.32,45,0-3 months,1-2,Medium,Potential Loyalists
3661,New,2,96.61,2,Books,76,1,193.22,30,0-3 months,1-2,Low,Need Attention
3662,Loyal,16,206.16,6,Clothing,19,0,1236.97,80,12-24 months,6-10,High,Champions
3663,New,3,66.4,2,Home & Garden,15,0,132.8,45,0-3 months,1-2,Low,Potential Loyalists
3664,Returning,6,229.86,4,Sports,4,0,919.44,45,3-6 months,3-5,High,Loyal Customers
3665,Loyal,25,173.86,5,Home & Garden,26,0,869.31,150,24+ months,3-5,Medium,Champions
3666,Returning,12,126.21,4,Books,62,1,504.84,90,6-12 months,3-5,Medium,Big Spenders
3667,New,3,94.87,1,Sports,30,0,94.87,90,0-3 months,1-2,Low,Need Attention
3668,New,3,52.45,2,Home & Garden,1,0,104.9,45,0-3 months,1-2,Low,Potential Loyalists
3669,New,3,86.88,1,Books,15,0,86.88,90,0-3 months,1-2,Low,Need Attention
3670,Returning,8,202.24,2,Sports,23,0,404.49,120,6-12 months,1-2,High,Potential Loyalists
3671,Returning,3,184.45,5,Home & Garden,3,0,922.24,18,0-3 months,3-5,Medium,Champions
3672,Loyal,30,189.24,6,Books,139,1,1135.42,150,24+ months,6-10,Medium,Big Spenders
3673,New,1,59.79,2,Sports,13,0,119.58,15,0-3 months,1-2,Low,Potential Loyalists
3674,New,1,78.48,1,Home & Garden,67,1,78.48,30,0-3 months,1-2,Low,At Risk
3675,New,2,74.02,2,Home & Garden,75,1,148.05,30,0-3 months,1-2,Low,Need Attention
3676,New,2,79.75,1,Books,1,0,79.75,60,0-3 months,1-2,Low,Need Attention
3677,New,1,129,2,Clothing,30,0,258,15,0-3 months,1-2,Medium,Potential Loyalists
3678,New,1,55.1,1,Clothing,12,0,55.1,30,0-3 months,1-2,Low,Need Attention
3679,New,3,91.38,2,Home & Garden,17,0,182.76,45,0-3 months,1-2,Low,Potential Loyalists
3680,Loyal,15,162.36,10,Sports,25,0,1623.65,45,12-24 months,6-10,Medium,Champions
3681,New,3,127.84,2,Electronics,16,0,255.67,45,0-3 months,1-2,Medium,Potential Loyalists
3682,Returning,12,147.01,4,Electronics,30,0,588.05,90,6-12 months,3-5,Medium,Loyal Customers
3683,Returning,3,162.55,5,Books,17,0,812.74,18,0-3 months,3-5,Medium,Champions
3684,Loyal,19,204.48,7,Books,17,0,1431.39,81.4,12-24 months,6-10,High,Champions
3685,Loyal,14,199.27,17,Books,11,0,3387.64,24.7,12-24 months,15+,Medium,Champions
3686,New,3,130.55,1,Clothing,79,1,130.55,90,0-3 months,1-2,Medium,At Risk
3687,Loyal,29,316.63,11,Clothing,16,0,3482.92,79.1,24+ months,11-15,Premium,Champions
3688,New,1,76.26,1,Clothing,19,0,76.26,30,0-3 months,1-2,Low,Need Attention
3689,Returning,8,226.6,3,Books,24,0,679.8,80,6-12 months,3-5,High,Loyal Customers
3690,New,1,96.05,2,Books,13,0,192.11,15,0-3 months,1-2,Low,Potential Loyalists
3691,New,1,54.56,1,Books,132,1,54.56,30,0-3 months,1-2,Low,At Risk
3692,New,1,56.58,2,Electronics,9,0,113.17,15,0-3 months,1-2,Low,Potential Loyalists
3693,New,1,135.46,2,Electronics,7,0,270.92,15,0-3 months,1-2,Medium,Potential Loyalists
3694,Loyal,13,269.04,10,Electronics,27,0,2690.41,39,12-24 months,6-10,High,Champions
3695,Loyal,28,134.2,14,Home & Garden,21,0,1878.81,60,24+ months,11-15,Medium,Champions
3696,Loyal,24,153.06,17,Clothing,28,0,2602.09,42.4,12-24 months,15+,Medium,Champions
3697,Returning,11,134.22,4,Clothing,28,0,536.89,82.5,6-12 months,3-5,Medium,Loyal Customers
3698,Loyal,14,318.57,14,Books,1,0,4459.96,30,12-24 months,11-15,Premium,Champions
3699,New,2,89.27,2,Home & Garden,109,1,178.54,30,0-3 months,1-2,Low,Need Attention
3700,Returning,8,214.17,3,Home & Garden,26,0,642.5,80,6-12 months,3-5,High,Loyal Customers
3701,Returning,7,204.7,4,Sports,8,0,818.81,52.5,6-12 months,3-5,High,Loyal Customers
3702,Returning,8,160.52,5,Books,3,0,802.58,48,6-12 months,3-5,Medium,Champions
3703,New,1,84.41,1,Books,22,0,84.41,30,0-3 months,1-2,Low,Need Attention
3704,New,3,108.65,1,Sports,13,0,108.65,90,0-3 months,1-2,Medium,Need Attention
3705,New,2,109.75,2,Books,110,1,219.5,30,0-3 months,1-2,Medium,Need Attention
3706,Returning,11,186.55,6,Books,15,0,1119.3,55,6-12 months,6-10,Medium,Champions
3707,New,3,75.84,1,Sports,104,1,75.84,90,0-3 months,1-2,Low,At Risk
3708,New,2,107.49,1,Books,29,0,107.49,60,0-3 months,1-2,Medium,Need Attention
3709,Returning,5,228.99,5,Home & Garden,74,1,1144.96,30,3-6 months,3-5,High,Big Spenders
3710,New,1,134.69,2,Books,103,1,269.37,15,0-3 months,1-2,Medium,Need Attention
3711,Returning,4,150.34,6,Home & Garden,8,0,902.05,20,3-6 months,6-10,Medium,Champions
3712,Returning,9,108.93,3,Home & Garden,23,0,326.8,90,6-12 months,3-5,Medium,Loyal Customers
3713,Returning,4,132.8,3,Home & Garden,12,0,398.41,40,3-6 months,3-5,Medium,Loyal Customers
3714,Returning,10,121.95,4,Clothing,100,1,487.8,75,6-12 months,3-5,Medium,Need Attention
3715,Returning,3,126.38,6,Electronics,9,0,758.26,15,0-3 months,6-10,Medium,Champions
3716,Returning,3,196.08,6,Clothing,79,1,1176.47,15,0-3 months,6-10,Medium,Big Spenders
3717,Loyal,21,121.41,18,Electronics,18,0,2185.43,35,12-24 months,15+,Medium,Champions
3718,Returning,5,131.32,3,Sports,22,0,393.95,50,3-6 months,3-5,Medium,Loyal Customers
3719,New,3,61.24,1,Sports,29,0,61.24,90,0-3 months,1-2,Low,Need Attention
3720,Returning,12,177.67,3,Books,19,0,533.01,120,6-12 months,3-5,Medium,Loyal Customers
3721,Returning,6,123.76,5,Home & Garden,3,0,618.8,36,3-6 months,3-5,Medium,Champions
3722,Loyal,30,193.51,14,Home & Garden,19,0,2709.09,64.3,24+ months,11-15,Medium,Champions
3723,Returning,6,111.78,5,Clothing,18,0,558.89,36,3-6 months,3-5,Medium,Champions
3724,Returning,7,103.7,6,Sports,90,1,622.21,35,6-12 months,6-10,Medium,Big Spenders
3725,Loyal,23,227.87,18,Electronics,6,0,4101.73,38.3,12-24 months,15+,High,Champions
3726,New,3,118.92,2,Books,102,1,237.85,45,0-3 months,1-2,Medium,Need Attention
3727,New,2,144.1,1,Home & Garden,16,0,144.1,60,0-3 months,1-2,Medium,Need Attention
3728,New,1,112.79,1,Home & Garden,121,1,112.79,30,0-3 months,1-2,Medium,At Risk
3729,Returning,12,92.49,6,Electronics,84,1,554.97,60,6-12 months,6-10,Low,Big Spenders
3730,New,1,114.06,1,Books,116,1,114.06,30,0-3 months,1-2,Medium,At Risk
3731,New,2,113.3,1,Books,3,0,113.3,60,0-3 months,1-2,Medium,Need Attention
3732,New,1,89.4,1,Clothing,30,0,89.4,30,0-3 months,1-2,Low,Need Attention
3733,New,1,75.69,1,Electronics,118,1,75.69,30,0-3 months,1-2,Low,At Risk
3734,Returning,3,163.23,2,Sports,13,0,326.46,45,0-3 months,1-2,Medium,Potential Loyalists
3735,Returning,5,173.21,2,Books,19,0,346.42,75,3-6 months,1-2,Medium,Potential Loyalists
3736,Returning,11,198.47,2,Clothing,18,0,396.94,165,6-12 months,1-2,Medium,Potential Loyalists
3737,Returning,7,139.01,2,Electronics,20,0,278.01,105,6-12 months,1-2,Medium,Potential Loyalists
3738,Loyal,17,273.09,18,Books,74,1,4915.71,28.3,12-24 months,15+,High,Big Spenders
3739,Returning,8,115.91,2,Clothing,13,0,231.83,120,6-12 months,1-2,Medium,Potential Loyalists
3740,Returning,10,102.28,6,Clothing,25,0,613.7,50,6-12 months,6-10,Medium,Champions
3741,New,1,132.62,2,Books,19,0,265.24,15,0-3 months,1-2,Medium,Potential Loyalists
3742,Returning,3,170.86,6,Clothing,78,1,1025.13,15,0-3 months,6-10,Medium,Big Spenders
3743,New,3,132.04,2,Electronics,140,1,264.08,45,0-3 months,1-2,Medium,Need Attention
3744,New,3,130.36,1,Books,60,1,130.36,90,0-3 months,1-2,Medium,Need Attention
3745,Loyal,26,297.73,13,Clothing,27,0,3870.49,60,24+ months,11-15,High,Champions
3746,Loyal,13,201.78,9,Electronics,27,0,1816,43.3,12-24 months,6-10,High,Champions
3747,Returning,10,184.65,2,Books,9,0,369.3,150,6-12 months,1-2,Medium,Potential Loyalists
3748,Returning,12,93.24,2,Electronics,104,1,186.48,180,6-12 months,1-2,Low,Need Attention
3749,Returning,3,217.11,6,Sports,24,0,1302.65,15,0-3 months,6-10,High,Champions
3750,Returning,7,156.26,5,Clothing,16,0,781.28,42,6-12 months,3-5,Medium,Champions
3751,New,1,70.45,2,Sports,1,0,140.91,15,0-3 months,1-2,Low,Potential Loyalists
3752,New,1,83.59,1,Books,19,0,83.59,30,0-3 months,1-2,Low,Need Attention
3753,New,1,73.58,1,Electronics,20,0,73.58,30,0-3 months,1-2,Low,Need Attention
3754,New,2,73.75,1,Home & Garden,14,0,73.75,60,0-3 months,1-2,Low,Need Attention
3755,New,3,117.44,2,Clothing,91,1,234.88,45,0-3 months,1-2,Medium,Need Attention
3756,New,2,137.98,1,Books,21,0,137.98,60,0-3 months,1-2,Medium,Need Attention
3757,Loyal,28,157.42,12,Electronics,24,0,1889.05,70,24+ months,11-15,Medium,Champions
3758,Returning,10,219.44,2,Sports,1,0,438.87,150,6-12 months,1-2,High,Potential Loyalists
3759,New,3,94.06,2,Clothing,20,0,188.11,45,0-3 months,1-2,Low,Potential Loyalists
3760,Returning,10,88.01,5,Books,65,1,440.04,60,6-12 months,3-5,Low,Need Attention
3761,Returning,7,95.21,3,Clothing,18,0,285.63,70,6-12 months,3-5,Low,Loyal Customers
3762,Loyal,19,303.59,5,Books,16,0,1517.94,114,12-24 months,3-5,Premium,Champions
3763,New,3,133.63,2,Electronics,8,0,267.27,45,0-3 months,1-2,Medium,Potential Loyalists
3764,Returning,3,108.49,4,Books,66,1,433.95,22.5,0-3 months,3-5,Medium,Need Attention
3765,New,2,81.2,1,Electronics,10,0,81.2,60,0-3 months,1-2,Low,Need Attention
3766,Loyal,27,227.19,5,Home & Garden,11,0,1135.95,162,24+ months,3-5,High,Champions
3767,New,2,69.51,2,Electronics,103,1,139.02,30,0-3 months,1-2,Low,Need Attention
3768,New,3,112.27,1,Home & Garden,63,1,112.27,90,0-3 months,1-2,Medium,At Risk
3769,Loyal,22,150.45,6,Books,12,0,902.67,110,12-24 months,6-10,Medium,Champions
3770,Loyal,12,143.38,14,Clothing,25,0,2007.36,25.7,6-12 months,11-15,Medium,Champions
3771,Returning,11,207.52,2,Books,21,0,415.04,165,6-12 months,1-2,High,Potential Loyalists
3772,Returning,4,182.78,2,Sports,10,0,365.55,60,3-6 months,1-2,Medium,Potential Loyalists
3773,Returning,6,223.31,4,Home & Garden,64,1,893.25,45,3-6 months,3-5,High,Big Spenders
3774,New,3,149.42,1,Books,7,0,149.42,90,0-3 months,1-2,Medium,Need Attention
3775,Loyal,32,146.96,18,Sports,74,1,2645.25,53.3,24+ months,15+,Medium,Big Spenders
3776,New,3,121.06,1,Home & Garden,78,1,121.06,90,0-3 months,1-2,Medium,At Risk
3777,Returning,10,88.24,6,Books,122,1,529.41,50,6-12 months,6-10,Low,Big Spenders
3778,Returning,6,155.16,5,Sports,144,1,775.8,36,3-6 months,3-5,Medium,Big Spenders
3779,New,3,88.24,1,Home & Garden,9,0,88.24,90,0-3 months,1-2,Low,Need Attention
3780,Returning,8,84.84,4,Books,2,0,339.38,60,6-12 months,3-5,Low,Loyal Customers
3781,Returning,11,197.6,3,Sports,115,1,592.81,110,6-12 months,3-5,Medium,Big Spenders
3782,New,1,147.09,2,Home & Garden,9,0,294.19,15,0-3 months,1-2,Medium,Potential Loyalists
3783,New,2,142.64,1,Books,11,0,142.64,60,0-3 months,1-2,Medium,Need Attention
3784,New,1,148.36,2,Books,79,1,296.73,15,0-3 months,1-2,Medium,Need Attention
3785,Returning,3,151.41,3,Clothing,76,1,454.24,30,0-3 months,3-5,Medium,Need Attention
3786,Returning,3,190.56,5,Home & Garden,112,1,952.81,18,0-3 months,3-5,Medium,Big Spenders
3787,Returning,8,94.99,4,Home & Garden,126,1,379.95,60,6-12 months,3-5,Low,Need Attention
3788,Returning,12,214.69,6,Sports,1,0,1288.14,60,6-12 months,6-10,High,Champions
3789,New,2,96.45,1,Electronics,123,1,96.45,60,0-3 months,1-2,Low,At Risk
3790,New,3,63.29,2,Clothing,6,0,126.57,45,0-3 months,1-2,Low,Potential Loyalists
3791,Returning,11,115.47,3,Books,127,1,346.4,110,6-12 months,3-5,Medium,Need Attention
3792,New,1,60.85,2,Books,128,1,121.71,15,0-3 months,1-2,Low,Need Attention
3793,Loyal,35,136.5,9,Sports,16,0,1228.46,116.7,24+ months,6-10,Medium,Champions
3794,Returning,9,153.74,5,Clothing,13,0,768.7,54,6-12 months,3-5,Medium,Champions
3795,Returning,8,180.39,6,Clothing,22,0,1082.33,40,6-12 months,6-10,Medium,Champions
3796,Returning,3,222.31,4,Clothing,132,1,889.25,22.5,0-3 months,3-5,High,Big Spenders
3797,Returning,6,179.52,6,Books,30,0,1077.1,30,3-6 months,6-10,Medium,Champions
3798,New,3,64.66,1,Books,113,1,64.66,90,0-3 months,1-2,Low,At Risk
3799,Loyal,12,266.34,16,Books,30,0,4261.45,22.5,6-12 months,15+,High,Champions
3800,Returning,12,192.79,2,Electronics,15,0,385.58,180,6-12 months,1-2,Medium,Potential Loyalists
3801,Loyal,16,228.14,9,Electronics,95,1,2053.27,53.3,12-24 months,6-10,High,Big Spenders
3802,New,3,93.13,2,Electronics,67,1,186.26,45,0-3 months,1-2,Low,Need Attention
3803,Returning,8,193.57,2,Home & Garden,139,1,387.13,120,6-12 months,1-2,Medium,Need Attention
3804,Returning,6,207.71,3,Home & Garden,4,0,623.14,60,3-6 months,3-5,High,Loyal Customers
3805,New,3,54.76,2,Clothing,4,0,109.52,45,0-3 months,1-2,Low,Potential Loyalists
3806,Loyal,36,255.79,7,Books,78,1,1790.53,154.3,24+ months,6-10,High,Big Spenders
3807,Returning,7,91.82,3,Books,23,0,275.47,70,6-12 months,3-5,Low,Loyal Customers
3808,Loyal,23,236.11,18,Home & Garden,2,0,4249.97,38.3,12-24 months,15+,High,Champions
3809,Loyal,20,223.49,5,Sports,100,1,1117.46,120,12-24 months,3-5,High,Big Spenders
3810,New,2,72.29,1,Books,9,0,72.29,60,0-3 months,1-2,Low,Need Attention
3811,Returning,3,84.52,5,Books,140,1,422.62,18,0-3 months,3-5,Low,Need Attention
3812,New,2,77.26,2,Sports,18,0,154.53,30,0-3 months,1-2,Low,Potential Loyalists
3813,Returning,6,122.54,2,Books,23,0,245.08,90,3-6 months,1-2,Medium,Potential Loyalists
3814,New,2,89.64,2,Books,119,1,179.29,30,0-3 months,1-2,Low,Need Attention
3815,Returning,11,221.67,5,Sports,21,0,1108.35,66,6-12 months,3-5,High,Champions
3816,Returning,5,119.15,5,Books,4,0,595.75,30,3-6 months,3-5,Medium,Champions
3817,New,1,117.94,1,Home & Garden,91,1,117.94,30,0-3 months,1-2,Medium,At Risk
3818,New,3,103.3,1,Books,120,1,103.3,90,0-3 months,1-2,Medium,At Risk
3819,Returning,12,103.26,4,Books,98,1,413.03,90,6-12 months,3-5,Medium,Need Attention
3820,Returning,8,211.85,6,Home & Garden,29,0,1271.1,40,6-12 months,6-10,High,Champions
3821,Loyal,36,127.63,18,Home & Garden,18,0,2297.28,60,24+ months,15+,Medium,Champions
3822,Loyal,28,313.16,19,Home & Garden,20,0,5949.98,44.2,24+ months,15+,Premium,Champions
3823,Returning,11,229.29,3,Clothing,102,1,687.88,110,6-12 months,3-5,High,Big Spenders
3824,Returning,12,149,4,Clothing,12,0,595.98,90,6-12 months,3-5,Medium,Loyal Customers
3825,Returning,5,183.98,4,Electronics,23,0,735.91,37.5,3-6 months,3-5,Medium,Loyal Customers
3826,New,1,52.82,2,Sports,141,1,105.65,15,0-3 months,1-2,Low,Need Attention
3827,New,3,129.85,2,Sports,5,0,259.69,45,0-3 months,1-2,Medium,Potential Loyalists
3828,Loyal,30,187.45,17,Books,25,0,3186.6,52.9,24+ months,15+,Medium,Champions
3829,Returning,5,226.68,2,Home & Garden,8,0,453.35,75,3-6 months,1-2,High,Potential Loyalists
3830,Returning,9,88.05,2,Home & Garden,24,0,176.09,135,6-12 months,1-2,Low,Potential Loyalists
3831,New,1,139.8,1,Clothing,24,0,139.8,30,0-3 months,1-2,Medium,Need Attention
3832,New,1,134.41,1,Electronics,107,1,134.41,30,0-3 months,1-2,Medium,At Risk
3833,Returning,6,113.82,4,Electronics,12,0,455.29,45,3-6 months,3-5,Medium,Loyal Customers
3834,New,2,87.54,1,Books,20,0,87.54,60,0-3 months,1-2,Low,Need Attention
3835,New,1,112.71,2,Home & Garden,22,0,225.41,15,0-3 months,1-2,Medium,Potential Loyalists
3836,Returning,12,127.1,4,Home & Garden,26,0,508.39,90,6-12 months,3-5,Medium,Loyal Customers
3837,Loyal,31,273.88,12,Electronics,14,0,3286.58,77.5,24+ months,11-15,High,Champions
3838,Returning,4,129,5,Books,25,0,645.02,24,3-6 months,3-5,Medium,Champions
3839,Loyal,23,183.83,14,Books,9,0,2573.63,49.3,12-24 months,11-15,Medium,Champions
3840,New,3,58.01,2,Home & Garden,75,1,116.03,45,0-3 months,1-2,Low,Need Attention
3841,Loyal,12,308.59,16,Electronics,25,0,4937.5,22.5,6-12 months,15+,Premium,Champions
3842,Returning,12,116.15,5,Electronics,18,0,580.74,72,6-12 months,3-5,Medium,Champions
3843,Loyal,13,181.51,12,Books,24,0,2178.07,32.5,12-24 months,11-15,Medium,Champions
3844,Returning,10,151.39,5,Clothing,129,1,756.94,60,6-12 months,3-5,Medium,Big Spenders
3845,New,1,57.95,2,Electronics,26,0,115.9,15,0-3 months,1-2,Low,Potential Loyalists
3846,Returning,3,147.74,4,Books,11,0,590.95,22.5,0-3 months,3-5,Medium,Loyal Customers
3847,New,2,142.55,2,Clothing,116,1,285.11,30,0-3 months,1-2,Medium,Need Attention
3848,Returning,8,205.2,4,Clothing,30,0,820.8,60,6-12 months,3-5,High,Loyal Customers
3849,New,3,101.23,1,Books,25,0,101.23,90,0-3 months,1-2,Medium,Need Attention
3850,Returning,12,123.77,3,Clothing,12,0,371.32,120,6-12 months,3-5,Medium,Loyal Customers
3851,Returning,10,155.97,2,Clothing,3,0,311.95,150,6-12 months,1-2,Medium,Potential Loyalists
3852,Returning,11,153.46,6,Books,6,0,920.73,55,6-12 months,6-10,Medium,Champions
3853,New,2,107.48,1,Clothing,3,0,107.48,60,0-3 months,1-2,Medium,Need Attention
3854,Returning,12,94.25,6,Electronics,65,1,565.5,60,6-12 months,6-10,Low,Big Spenders
3855,Returning,8,137.56,4,Books,15,0,550.26,60,6-12 months,3-5,Medium,Loyal Customers
3856,New,3,127.44,2,Electronics,121,1,254.87,45,0-3 months,1-2,Medium,Need Attention
3857,Loyal,35,240.03,11,Sports,30,0,2640.38,95.5,24+ months,11-15,High,Champions
3858,New,1,69.45,1,Home & Garden,21,0,69.45,30,0-3 months,1-2,Low,Need Attention
3859,New,1,139.07,1,Sports,77,1,139.07,30,0-3 months,1-2,Medium,At Risk
3860,Loyal,34,124.4,18,Books,24,0,2239.23,56.7,24+ months,15+,Medium,Champions
3861,Loyal,33,304.38,14,Electronics,135,1,4261.26,70.7,24+ months,11-15,Premium,Big Spenders
3862,Returning,6,218.54,5,Home & Garden,117,1,1092.7,36,3-6 months,3-5,High,Big Spenders
3863,New,3,86.05,1,Clothing,17,0,86.05,90,0-3 months,1-2,Low,Need Attention
3864,Returning,6,164.89,6,Books,139,1,989.34,30,3-6 months,6-10,Medium,Big Spenders
3865,Loyal,25,294.64,5,Electronics,30,0,1473.22,150,24+ months,3-5,High,Champions
3866,Loyal,25,243.14,14,Sports,77,1,3403.91,53.6,24+ months,11-15,High,Big Spenders
3867,Loyal,31,145.33,9,Clothing,26,0,1307.99,103.3,24+ months,6-10,Medium,Champions
3868,New,2,123.95,1,Books,8,0,123.95,60,0-3 months,1-2,Medium,Need Attention
3869,Returning,5,198.13,6,Clothing,23,0,1188.77,25,3-6 months,6-10,Medium,Champions
3870,Loyal,15,240.81,12,Books,125,1,2889.73,37.5,12-24 months,11-15,High,Big Spenders
3871,New,2,102.24,1,Electronics,99,1,102.24,60,0-3 months,1-2,Medium,At Risk
3872,Loyal,33,295.2,6,Books,8,0,1771.22,165,24+ months,6-10,High,Champions
3873,Loyal,22,319.62,15,Electronics,16,0,4794.34,44,12-24 months,11-15,Premium,Champions
3874,New,2,72.21,2,Home & Garden,17,0,144.41,30,0-3 months,1-2,Low,Potential Loyalists
3875,Loyal,22,296.24,7,Electronics,20,0,2073.67,94.3,12-24 months,6-10,High,Champions
3876,Loyal,26,181.77,15,Home & Garden,7,0,2726.52,52,24+ months,11-15,Medium,Champions
3877,Returning,5,205.75,5,Books,17,0,1028.76,30,3-6 months,3-5,High,Champions
3878,New,3,130.3,1,Clothing,30,0,130.3,90,0-3 months,1-2,Medium,Need Attention
3879,Loyal,28,227.25,15,Books,26,0,3408.69,56,24+ months,11-15,High,Champions
3880,Loyal,12,194.26,13,Sports,15,0,2525.35,27.7,6-12 months,11-15,Medium,Champions
3881,New,1,114.15,1,Home & Garden,7,0,114.15,30,0-3 months,1-2,Medium,Need Attention
3882,Loyal,29,256.06,13,Books,13,0,3328.75,66.9,24+ months,11-15,High,Champions
3883,Returning,9,203.14,4,Electronics,11,0,812.54,67.5,6-12 months,3-5,High,Loyal Customers
3884,New,2,89.67,2,Home & Garden,12,0,179.34,30,0-3 months,1-2,Low,Potential Loyalists
3885,Returning,9,191.15,3,Books,27,0,573.46,90,6-12 months,3-5,Medium,Loyal Customers
3886,Returning,5,108.08,2,Electronics,4,0,216.15,75,3-6 months,1-2,Medium,Potential Loyalists
3887,Returning,10,90.28,5,Home & Garden,102,1,451.4,60,6-12 months,3-5,Low,Need Attention
3888,New,2,121.84,1,Books,8,0,121.84,60,0-3 months,1-2,Medium,Need Attention
3889,New,3,97.01,2,Sports,25,0,194.03,45,0-3 months,1-2,Low,Potential Loyalists
3890,Loyal,33,251.41,9,Home & Garden,14,0,2262.67,110,24+ months,6-10,High,Champions
3891,New,1,111.25,2,Books,109,1,222.49,15,0-3 months,1-2,Medium,Need Attention
3892,Loyal,14,253.95,12,Books,13,0,3047.39,35,12-24 months,11-15,High,Champions
3893,Returning,11,104.33,6,Clothing,11,0,625.99,55,6-12 months,6-10,Medium,Champions
3894,Loyal,34,204.64,9,Home & Garden,23,0,1841.74,113.3,24+ months,6-10,High,Champions
3895,Returning,7,197.9,2,Home & Garden,28,0,395.81,105,6-12 months,1-2,Medium,Potential Loyalists
3896,New,3,108.4,1,Electronics,77,1,108.4,90,0-3 months,1-2,Medium,At Risk
3897,Loyal,24,150.12,16,Electronics,27,0,2401.87,45,12-24 months,15+,Medium,Champions
3898,Loyal,28,283.79,12,Clothing,11,0,3405.53,70,24+ months,11-15,High,Champions
3899,Loyal,29,304.51,17,Books,28,0,5176.66,51.2,24+ months,15+,Premium,Champions
3900,Returning,12,199.2,2,Books,29,0,398.39,180,6-12 months,1-2,Medium,Potential Loyalists
3901,Loyal,32,273.72,17,Sports,22,0,4653.2,56.5,24+ months,15+,High,Champions
3902,New,2,67.77,1,Clothing,18,0,67.77,60,0-3 months,1-2,Low,Need Attention
3903,New,2,85.54,1,Clothing,27,0,85.54,60,0-3 months,1-2,Low,Need Attention
3904,New,3,113.49,1,Clothing,30,0,113.49,90,0-3 months,1-2,Medium,Need Attention
3905,New,1,84.96,1,Books,74,1,84.96,30,0-3 months,1-2,Low,At Risk
